sentence	label
does american airlines fly to san francisco from atlanta	14
show me the evening flights from baltimore to atlanta	14
show me ground transportation in westchester county	21
cheapest airfare from orlando to tacoma	3
show me the flights from baltimore to boston	14
newark to minneapolis on sunday	14
flights from baltimore to philadelphia where the round trip fare is less than 1000 dollars	14
show me round trip fares from pittsburgh to philadelphia	3
can you please show me the flights from pittsburgh to boston on wednesday of next week that arrive before noon	14
list the fares of midway airlines flights from boston to philadelphia	3
find me the latest return flight from atlanta to boston on the same day	14
i would like to fly from baltimore to san francisco on eastern airlines	14
please list all flights between boston and philadelphia operating on sundays	14
show me flights between new york city and las vegas	14
what 's the cheapest flight from baltimore to dallas on american	14
does midwest express serve baltimore	14
i 'd like to know the ground travel available in fort worth	21
i would like to fly from boston to baltimore please tell me what are the times of the flights	14
show me all the cities that midwest express serves	11
could you tell me the flights leaving pittsburgh around midnight for oakland	14
what flights from tampa to cincinnati	14
show me flights going from san francisco to pittsburgh first class on monday of leaving after 12 noon	14
what does mco mean	0
information on flights from boston to washington	14
show me the ground transportation in the salt lake city airport	21
all right do you have a flight from atlanta to boston	14
please list all available flights from oakland california to philadelphia on wednesday	14
please show me all airlines with sunday flights from philadelphia to denver	6
please show me all the flights from denver to oakland that are nonstop	14
i would like to know the types of ground transportation from the airport to las vegas	21
i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week	1
what is the cheapest one way fare from pittsburgh to atlanta traveling on tuesday august twentieth	3
i 'd like to see all flights from pittsburgh to philadelphia again	14
i would like the first flight from dallas into houston on march first and the last flight from houston back to dallas on march first	14
please show me flights available from pittsburgh to atlanta on a weekday	14
show me the earliest flight from san jose to pittsburgh that serves a snack	14
what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth	3
what flights go from boston to pittsburgh after 1205 in the afternoon	14
how many airlines fly from new york to los angeles by way of milwaukee	24
what is fare code fn	0
from washington to atlanta	14
what is the earliest morning flight leaving boston for washington	14
what flights are there from newark to seattle on saturday	14
what flights are there between atlanta and denver	14
what are the flights from pittsburgh to oakland	14
i would like to travel from denver to pittsburgh	14
all flights from pittsburgh to philadelphia	14
looking for a flight from toronto to san diego	14
do you have a flight from atlanta to baltimore nonstop on a boeing 757 arriving baltimore around 7 pm	14
which airlines fly from boston to washington dc via other cities	6
what is the cheapest fare between atlanta and san francisco	3
please show me all round trip flights from new york to miami	14
ground transportation from airport in boston to downtown boston	21
find me the earliest boston departure and the latest atlanta return trip so that i can be on the ground the maximum amount of time in atlanta and return to boston on the same day	14
what are the fares for flights serving a meal from boston to pittsburgh before noon on thursday	3
list all the takeoffs and landings at general mitchell international	14
i would like to fly from denver to pittsburgh on the cheapest flight possible	14
show me the flights arriving on baltimore on june fourteenth	14
list all flights going from boston to atlanta after 6 o'clock pm on wednesday	14
show me all twa flights please	14
show flights from memphis to las vegas	14
what does code yn mean	0
what flights are there on continental from seattle to chicago	14
what is the cheapest one way flight from atlanta to boston	14
show me the flights from boston to san francisco that arrive in the afternoon	14
does midwest express serve montreal	14
what is the cheapest fare between denver and boston	3
i need to go to pittsburgh and denver	14
now i want to see return flights from miami to new york	14
us air flights departing from charlotte around 1 pm	14
what 's the earliest flight i can get between boston and dallas	14
what is the thrift economy flight fare from washington to san francisco	3
i would like information on ground transportation in atlanta from the airport to the city in the morning around 9 am	21
show me all the flights from atlanta to baltimore on any airline on thursday	14
may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday	17
i am interested in booking an early morning flight from dallas into houston on february twenty second and returning late in the evening of february twenty second	14
show me ground transportation for dallas	21
list flights from cincinnati to san jose friday evening	14
what airlines fly from boston to washington	6
show me flights from boston to denver	14
show me the airlines between boston and toronto	6
show me morning flights from atlanta to philadelphia	14
what are the cheapest flights from denver to pittsburgh that stop in atlanta	14
how many cities are served by continental with first class flights	24
show me the latest flight from san francisco to denver	14
show me all flights from indianapolis to montreal	14
what 're the cheapest flights from new york to miami	14
show me flights from denver to washington dc wednesday	14
what are the flights from washington dc to denver	14
show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm	14
i 'd like a flight from las vegas to detroit on monday	14
baltimore to philadelphia wednesday	14
can you list flights from boston to washington with the lowest one way fares that leave on saturday	14
what flights go from san francisco to denver on mondays	14
pittsburgh to denver	14
leaving denver flying to san francisco before 10 am what type of aircraft is used	1
what flights does delta have from dallas to denver after 5 o'clock	14
do you have any direct flights from pittsburgh to atlanta	14
list daily flights from denver to boston	14
what are the flights from denver to pittsburgh	14
which flights arrive in st. louis from st. paul on thursday morning	14
how far from the airport in the dallas fort worth airport is dallas	13
what flights are available friday from philadelphia to oakland	14
show me the flights before 11 am on august second from boston to denver on delta	14
flights from pittsburgh to baltimore between 10 am and 2 pm	14
what are the flights from boston to san francisco	14
what ground transportation is available from the pittsburgh airport to downtown and how much does it cost	22
what afternoon flights are available from denver to san francisco on wednesdays	14
list all flights going from boston to atlanta before 7 am on thursday	14
does dl stand for delta	0
show me the flights from boston to pittsburgh	14
okay what flights are there us air from orlando to cleveland leaving in the afternoon	14
on august thirtieth i would like a flight from denver to san francisco in the early am	14
i want to see the cheapest flights from denver to atlanta	14
what is the earliest flight you have leaving boston heading to philadelphia	14
i live in washington and i would like to make a trip to san francisco can you tell me which airlines connect with those two cities	14
flights from atlanta to san francisco august second	14
i would like a flight from philadelphia to dallas that makes a stop in atlanta	14
flights from newark to boston	14
what flights go from boston to atlanta	14
list all flights please from washington to san francisco	14
i would like to see the flights available from pittsburgh to san francisco for monday	14
what is the fare on the first flight from atlanta to denver on thursday morning	3
please show me airlines with flights from denver to boston with stop in philadelphia	6
how much does flight ua 270 from denver to philadelphia cost	3
looking for a flight from cleveland to dallas	14
i need a reservation from baltimore to san francisco	14
flights from phoenix to las vegas	14
how much is a round trip fare from nashville to seattle	3
list all daily flights between boston and oakland using delta airlines	14
how much is the ground transportation between atlanta and downtown	20
show me flights leaving from baltimore to dallas	14
what does yn stand for	0
what 's the capacity of a 733	9
what kind of airplane goes from boston to san francisco before noon	1
round trip fares from baltimore to philadelphia under 1000 dollars	3
what is mco	0
what are the afternoon flights from denver to san francisco	14
what flights from newark to los angeles on wednesday	14
show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way	14
flights from montreal and phoenix to las vegas	14
give me the latest northwest airlines flight from milwaukee to tacoma tomorrow	14
what flights are available from boston to atlanta on july seventh 8 am	14
please list the earliest lunch flight from columbus to phoenix	14
do you have a flight from atlanta to boston	14
show me the flights that go from san diego to newark with one stop in houston	14
on monday show me flights from baltimore to dallas	14
show me flights from washington to boston on friday	14
show me the flights from boston to pittsburgh on wednesday	14
show me the lowest price from dallas to baltimore	14
ground transportation atl to atlanta	21
how do you travel from san francisco airport to downtown san francisco	14
show flights between denver and san francisco for september seventeenth	14
what ground transportation is there in dallas	21
show me the least expensive flight leaving miami on sunday after 12 o'clock noon and arriving cleveland	14
i want to fly from philadelphia to dallas with a stop in atlanta on a breakfast flight	14
i 'm requesting flight information on a flight from denver to san francisco on wednesday	14
what airlines have flights from boston to philadelphia that leave before 630 am	6
show me the flights from dallas to atlanta	14
please show me all one way first class flights from indianapolis to memphis	14
please give ground transportation at denver airport	21
i 'd like a united airlines flight on wednesday from san francisco to boston	14
which northwest and united flights go through denver before noon	14
what is hp	0
list all flights going from boston to atlanta before 7 o'clock am on thursday	14
what is ground transportation between the san francisco airport and the city	21
show me the flights from boston to atlanta	14
what flights are there wednesday morning from atlanta to philadelphia	14
show me the flights from all airports to love field	14
flights from columbus to milwaukee	14
give me a list of flights between pittsburgh and baltimore	14
show me all ground transportation in washington dc	21
i need information for flights leaving san francisco on thursday evening and returning to boston	14
i need a flight from toronto to san diego with a layover in washington dc on air canada	14
show me the latest flight on wednesday from atlanta to washington dc	14
how far is the airport from downtown pittsburgh	13
please give me flights from atlanta to boston on wednesday and thursday	14
boston to denver monday	14
yes i would like to find what flights are available from atlanta to boston on the morning of july seventh	14
list all flights on united from san francisco to boston	14
what flights do you have from newark new jersey to ontario california that connect in phoenix	14
show me flights from baltimore to philadelphia	14
what is the meaning of fare code qx and qw	0
show me the daily flight schedule between boston and pittsburgh	14
show me the flights from westchester county to cincinnati	14
show me flights leaving from san francisco to denver on september thirtieth	14
what airlines fly from toronto to san diego	6
tell me the flights from dallas to baltimore	14
pittsburgh to boston saturday	14
what is the first flight from boston to stapleton airport for tomorrow	14
what united airlines flights go through denver	14
philadelphia to boston monday	14
list the morning flights between atlanta and dallas	14
i 'm trying to fly from denver to boston and i want a flight that serves a meal	14
what flights from milwaukee to san jose on wednesday on american airlines	14
show me all the flights from burbank to denver	14
show me the flights from cincinnati to denver	14
flights from dc to denver	14
show me the prices of all flights from atlanta to washington dc	3
rental car in baltimore	21
show me fares from baltimore to philadelphia	3
i 'd like to see the flights from atlanta to washington dc	14
display all flights from pittsburgh to san francisco on august second	14
what are the flights between pittsburgh and baltimore on august tenth	14
i want to go from denver to oakland	14
what time are the flights leaving from denver to pittsburgh on july seventh	19
what 's the cheapest one way flight from denver to pittsburgh	14
show me the flights from dallas to baltimore	14
show me the us air flights from atlanta to boston	14
show me all flights from pittsburgh to san francisco	14
show me a list of the flights from san francisco to boston	14
show me the earliest flight from boston to san francisco	14
what 's the latest flight from san jose to houston	14
what flights from miami to indianapolis	14
which airlines fly between boston and pittsburgh	6
flight from nashville to cleveland	14
give me a flight from newark to tampa on friday	14
does midwest express serve philadelphia	14
show me the flights from denver to san francisco	14
i would like a flight from washington to boston flight 324 on august twentieth	14
show me the nonstop flights from dallas to houston	14
what is the least expensive business class flight between boston and san francisco	14
is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon	14
list the flights from dallas to baltimore	14
show me the costs and times for flights from san francisco to atlanta	5
show me the flights from denver to atlanta on friday	14
what does the fare code y mean	0
i would like to see the flights from denver to philadelphia	14
is there an atlanta flight to denver connecting	14
what is the last flight out of pittsburgh to boston in the evening on tuesdays	14
what are all monday flights from denver to san francisco on united airlines	14
show all flights from pittsburgh to san francisco on july twenty eighth 1991	14
i would like information on any flights from san francisco to pittsburgh arriving in pittsburgh before 8 am tuesday morning	14
i would like to see the flights from denver to philadelphia	14
which airline has the most business class flights	6
find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm	14
does united airlines fly from denver to baltimore	14
can you show me the flights from baltimore to dallas	14
show me all the delta flights leaving or arriving at pittsburgh between 12 and 4 in the afternoon	14
what airline besides continental flies between boston and denver	6
show me all flights direct and connecting from boston to pittsburgh that arrive in pittsburgh before 10 am	14
is there any flight leaving washington around 3 o'clock for denver	14
i would like a schedule of flights from denver to san francisco on tuesday	19
can i rent a car in san jose too	21
list the flights from st. paul to san jose and from st. paul to houston	14
what 's the earliest flight from dallas to houston	14
i would like information on flights from philadelphia to oakland california on friday afternoon	14
what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon	1
what airline is dl	6
show me all flights from san francisco to boston philadelphia or baltimore	14
what are the early weekday flights from san francisco to pittsburgh	14
atlanta to oakland thursday	14
i want a flight from ontario to chicago	14
list all flights from minneapolis to long beach on saturday	14
i want to fly from boston to denver with a stop in philadelphia	14
i need a list of late afternoon flights from st. louis to chicago	14
what flights go from boston to orlando	14
list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday	14
what flights does delta have from denver to dallas after 5	14
i 'd like to go from boston to san francisco	14
show me flights to philadelphia coming from baltimore or denver or pittsburgh	14
show me all the flights from san francisco to boston for august thirty first 1991	14
what flights go from chicago to seattle on saturday on continental airlines	14
price of flight from cleveland to nashville	3
what flights depart newark for tampa on friday	14
what is your cheapest flight from pittsburgh to denver	14
on september fourth i 'll be traveling from pittsburgh to atlanta can you tell me what flight would be the cheapest	14
list all the arriving flights at general mitchell international	14
show me all economy prices from dallas to baltimore	3
tell me about ground transportation between orlando international and orlando	21
what type of ground transportation is available at logan airport	21
name the earliest flight from boston to san francisco	14
weekday flights from san francisco to denver	14
give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday	14
show me the flights from boston to pittsburgh next wednesday night after 6 o'clock	14
show me all flights from philadelphia to baltimore	14
show me all flights from boston to denver which arrive in denver wednesday before 6	14
i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta	14
phoenix to newark on wednesday	14
ground transportation for st. paul	21
is there a flight from atlanta to san francisco on november seventh at noon	14
find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day	14
what is fare code h	0
what is the meaning of meal code s	0
what does the fare code qx mean	0
how many fares are there one way from tacoma to montreal	24
does continental airlines fly from pittsburgh to atlanta	14
all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars	15
what type of aircraft leaving philadelphia to dallas	1
what flights are available on sunday to pittsburgh from san francisco	14
are there delta flights leaving denver	14
please list ground transportation in atlanta	21
what ground transportation is available in san francisco	21
show me all the direct flights from baltimore to atlanta	14
i would like to fly from pittsburgh to san francisco	14
i 'm looking for a flight from pittsburgh to san francisco	14
list all flights on continental leaving denver	14
i would like to fly from atlanta to boston arriving in boston at 5 pm	14
do you have a flight from boston to fort worth	14
show me the united airlines flights from denver to baltimore leaving on june fourteenth	14
show me flights from san francisco to seattle	14
what flights are there between washington dc and san francisco after 6 pm on wednesday	14
find the flights that leave philadelphia and arrive in dallas by noon	14
information on flights from baltimore to philadelphia	14
what is restriction ap 57	0
i need your help with information on ground transportation from the airport in philadelphia to downtown	21
list flights leaving denver and arriving in orlando on saturday departing after 12 pm	14
please list all flights between boston and san francisco nonstop	14
the most expensive flight between boston and philadelphia	14
does midwest express have any flights from montreal to detroit	14
list all flights from denver to philadelphia	14
find travel arrangements for a one way flight from san francisco to dallas	14
what is fare code c	0
flight from ontario to orlando that departs 9 hours before arriving	14
american flights to houston from cincinnati	14
show me one way flights from milwaukee to orlando	14
i want the flights from denver to pittsburgh	14
in the month of december are there any flights from atlanta to denver that stop in boston	14
what is the available ground transportation between san francisco and downtown	21
from atlanta to washington dc	14
i need a flight from indianapolis to houston on twa	14
flights from ontario to florida	14
okay i 've got somebody else who wants to take a round trip ticket from charlotte to montreal	3
flight from cleveland to nashville	14
how can i get from the denver airport to downtown	14
what airline uses the code hp	6
please show me airlines with round trip flights from boston to denver stop philadelphia	6
show me the flights from baltimore to pittsburgh	14
which airlines have flights between charlotte and newark	6
is there an airport limousine at the atlanta airport	21
give me the flights from denver to baltimore on united airlines	14
show me flights monday night after 8 pm for dallas to boston	14
what is the ground transportation available in boston	21
is there a flight on eastern airlines from boston to denver	14
show me morning flights from toronto	14
what is the airfare from pittsburgh to atlanta	3
list flights from pittsburgh to baltimore	14
i want to fly dallas to san francisco on monday july eighth	14
phoenix to denver	14
i am interested in booking an early flight from dallas into houston and returning in the late evening	14
show me the flights from dallas to baltimore at economy level	14
what airlines leave from washington	6
list the number of flights arriving in dallas fort worth from boston before noon	17
i need to fly from dallas to san francisco and be in san francisco by 4 pm	14
show me the cities served by canadian airlines international	11
please list the cheapest flights from dallas to baltimore arriving on may seventh	14
what flights are there from pittsburgh to dallas on wednesday morning	14
how many flights does american airlines have with a class of service code f	24
show flights first class on american airlines between dallas and philadelphia	14
on november twenty third what flights go from atlanta to denver on delta airlines	14
explain the fare code q	0
i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm	14
how many flights does twa have with business class	24
show me the flights leaving from atlanta for washington dc on thursday morning	14
how many cities are served by eastern with first class flights	24
show me the flights from baltimore to oakland	14
how many cities are served by american airline with first class flights	24
what are the rental car rates in dallas	20
how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311	3
what is the ground transportation available in fort worth	21
find a flight from long beach to st. louis stopping in dallas	14
what is mia	0
what about the flights from boston to la	14
ground transportation baltimore	21
i 'd like to find a flight between dallas and philadelphia	14
instead of denver can i have the same flight from toronto to san diego but stopping in dallas fort worth	14
what are the flights from orlando to cleveland on us air that arrive around 10 pm	14
again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare	15
round trip fares from baltimore to philadelphia under 1000 dollars	3
i 'd like to see flights from baltimore to atlanta that arrive before noon	14
is there a united flight from baltimore to san francisco on the morning of august twenty seventh	14
what is the abbreviation for canadian airlines international	0
what flights leave pittsburgh after 5 pm on thursday and arrive in los angeles	14
i 'd like a flight tomorrow from san diego to toronto	14
what airlines fly into salt lake city	6
i need a flight from boston to denver	14
requesting flight information for flight from boston to baltimore on tuesday	14
show me flights from atlanta to washington please	14
what flights from washington dc to toronto	14
what about a flight from boston to san francisco stopping in denver	14
show me the flights from san diego to newark new jersey	14
show me the cheapest fare from baltimore to dallas	3
show me flights from dallas to pittsburgh	14
what are the cheapest fares for flights from newark to la leaving wednesday after 3 pm	3
do you have a 747 that flies from san francisco to baltimore	14
show me all flights from montreal	14
list types of planes that fly between pittsburgh and baltimore	1
are there any flights between philadelphia and denver	14
train to newark	21
what flights from atlanta to toronto	14
list the earliest flights from st. paul to houston	14
i 'd like to fly from boston to san francisco	14
show me some information on making a reservation from philadelphia to denver on sunday	14
list all united flights from boston to san francisco with fare code qx	14
leave flight from boston to atlanta leave boston approximately 1 pm	14
i 'd like the cheapest one way fare from boston to atlanta please	3
give me flights that arrive in baltimore from denver	14
when does continental fly from philadelphia to denver on sundays	19
what flights from philadelphia to atlanta	14
what does dfw mean	0
what time are the flights from baltimore to san francisco	19
what flights are available tomorrow from denver to philadelphia	14
what is sa	0
show me the flights from dallas to atlanta	14
show me all flights from denver to san francisco next wednesday which leave after noon	14
i would like flights between boston and atlanta on july eleven departing at one in the afternoon	14
list all flights leaving denver on continental on sunday	14
show me flights from baltimore to philadelphia	14
show me flights from denver to philadelphia	14
is there ground transportation from the boston airport to downtown boston	21
what are your flights from denver to baltimore	14
please list all flights leaving on thursday morning from new york city to toronto	14
please list the cheapest flight from dallas to baltimore arriving on may seventh	14
please list the flights taking off and landing on general mitchell international airport	14
i need a flight from denver to pittsburgh on july seventh that leaves in the afternoon	14
i 'm traveling from boston to atlanta and i 'd like to go sometime after 5 pm but i want to know what kind of airplane it 's on	1
show me the flights from philadelphia to baltimore in the morning	14
show me the cheapest flights from san francisco to boston	14
show me ground transportation information for dallas fort worth	21
could you tell me if delta flight 296 serves breakfast	14
what price is a limousine service to new york 's la guardia	20
please list the flights from phoenix to san diego	14
what flights leave la guardia for san jose and arrive 10 pm	14
what is the seating capacity for the f28	9
i need fare information from denver to pittsburgh	3
please show me airlines with flights from boston to denver	6
what flights are available from pittsburgh to boston on wednesday of next week	14
can you show me the economy fare flights from baltimore to dallas	3
information on first class round trip from pittsburgh to san francisco	14
i would like to see the economy fares for pittsburgh to philadelphia	3
what are the flights from las vegas to burbank on saturday may twenty two	14
list all flights on continental from denver to chicago which depart after 934 pm	14
show me flights denver to washington on wednesday	14
list all flights from boston to san francisco with more than 3 stops	14
what is the cost of united airlines flight 415 from chicago to kansas city thursday night	3
please give me the flight times the morning on united airlines for september twentieth from philadelphia to san francisco	19
continental airlines on saturday from chicago to seattle	14
i would like a flight from boston to san francisco on august seventeenth	14
what flights from kansas city to chicago next wednesday arrive at chicago at about 7 pm	14
give me a flight from philadelphia to denver on sunday	14
all flights from sfo to long beach	14
show me flights from pittsburgh to los angeles thursday evening	14
looking for a flight to salt lake city	14
please list all flights from philadelphia to boston	14
what is the earliest breakfast flight from philadelphia to fort worth	14
what is the aircraft type with the greatest seating capacity	1
i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston	1
show me all the flights from denver to las vegas	14
list all nonstop flights on tuesday before noon from charlotte to baltimore	14
flying from pittsburgh to philadelphia on us air	14
i want a flight that leaves thursday around 7 pm from chicago to kansas city	14
what type of airplane is an m80	1
show me the flights from baltimore to atlanta	14
also show me all flights from oakland to denver	14
what 's the schedule of flights from atlanta to boston on august first	19
give me a list of the morning flights from atlanta to boston	14
please list the flights from denver to phoenix	14
show me prices and times for first class travel from baltimore to dallas next summer	3
show the flights from milwaukee to orlando on a thursday morning	14
show me flights between memphis and las vegas on sunday	14
what are the cost of morning flights from atlanta to baltimore	3
what airlines are there	6
what flights leave san francisco on monday night and arrive at atlanta later in the evening	14
show me the last flight from denver to boston	14
can you tell me the afternoon nonstop flights departing from atlanta to boston	14
show me one way flights from tampa to st. louis departing before 10 am	14
show me the first class flights from denver to baltimore	14
what flights go from denver to san francisco	14
what is the coach economy class night service from boston to san francisco	14
which flights go from philadelphia to san francisco	14
what are the flights for united airlines on september twentieth in the morning	14
i want a flight on twa from boston to san francisco	14
please show me flights from philadelphia to baltimore between 10 am and 2 pm	14
also show me the first flight from atlanta to denver on a thursday	14
what is the earliest flight that i can get from bwi to boston logan	14
now i need a flight from detroit to san diego leaving tuesday evening	14
is breakfast served on flight ua 343 from boston to denver coach class	14
list the cheapest flight from charlotte to memphis	14
can you list the latest flights from oakland to salt lake city on wednesday	14
i want a flight on continental from boston to san francisco	14
i 'd like to go from boston to san francisco stopping in pittsburgh	14
find the earliest breakfast flight from boston to oakland	14
what is the total schedule for delta 's flights to all airports	19
what is the cheapest flight flying from boston to atlanta before 8	14
show me the earliest flight on thursday from atlanta to washington	14
what is the most expensive flight from dallas to baltimore	14
is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm	14
what is the earliest flight from boston to washington	14
what are the coach fares for flights from charlotte to newark tuesday evening	3
what is the name of the airport at denver	8
what 's the cheapest flight from atlanta to baltimore	14
give me flights that arrive in baltimore from atlanta	14
flight from dallas to oakland california on monday	14
how expensive is the san francisco limousine service	20
i would like a flight from baltimore to san francisco on twa with a stop in denver	14
i would like the cheapest one way fare from dallas to denver	3
list the flights between san jose and houston	14
what flights from kansas city to denver	14
show me fares from dallas to baltimore that cost less than 300 dollars	3
how much does flight ua 281 from boston to denver cost	3
show me flights from atlanta to baltimore	14
what does lax stand for	0
list flights from san jose to houston next sunday	14
show me the least expensive flight from miami to new york on a sunday with first class fare	14
ground transportation in las vegas	21
i want to fly boston to san francisco	14
show me flights from san francisco to denver	14
what is the earliest flight from boston to denver	14
i would like an early morning flight from chicago into seattle on continental airlines	14
give me a flight from tampa to charlotte on sunday	14
what does nw stand for	0
show me the flights from boston to pittsburgh on wednesday or thursday	14
i need to fly from pittsburgh to oakland and depart in the afternoon	14
i want a flight from atlanta to washington that leaves after 3 pm	14
i need information on flights leaving dallas arriving in boston leaving dallas early in the morning	14
list flights between oakland and san francisco	14
show me the one way flights from detroit to westchester county	14
flight between st. petersburg and charlotte	14
show me all flights that arrive in philadelphia from baltimore denver or pittsburgh	14
i need information on ground transportation from the airport in atlanta	21
show me flights from anywhere to philadelphia arriving after 2100	14
show me the flights from boston to philadelphia	14
i would like the time your earliest flight from washington to philadelphia	19
flights from oakland to san francisco on january twenty first 1992	14
what are the cheapest one way flights from atlanta to pittsburgh	14
show me all the flights that arrive in baltimore in the evening	14
what are the flights from boston to denver on tuesday october fifteenth	14
what does fare code y mean	0
i want to fly from boston to san francisco	14
i would like a nonstop flight from new york to las vegas on march second	14
what is the cost of limousine service in philadelphia	20
i need a flight from newark to los angeles leaving tomorrow evening	14
i 'd like to fly round trip from boston to pittsburgh	14
show me all the flights that go from baltimore to seattle	14
i 'd like the first flight in the morning from boston to washington	14
how far is it from salt lake city airport to salt lake city	13
what is airline nw	6
what is dl	0
show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow	14
can you show me the price of a flight to washington from atlanta on thursday morning	3
please show me the return flights from miami to new york	14
what is the first flight arriving in montreal from toronto friday	14
what is the least expensive one way fare between philadelphia and boston	3
what are the flights from baltimore to dallas on sunday night	14
may i have a listing of flights from minneapolis to long beach california on tuesday	14
what flights from st. paul to kansas city on friday with lunch served	14
i would like to fly to san francisco from washington dc	14
i need a flight from long beach to st. louis stopping in dallas the flight should also serve lunch	14
how long does it take to get from denver to oakland	13
what is the fare from atlanta to boston on coach one way	3
show me all flights from san francisco to boston philadelphia or baltimore	14
which flights leaving baltimore to dallas on monday afternoon have economic class	14
list flights from atlanta to boston on wednesday afternoon and thursday morning	14
what is the smallest aircraft available to fly on from pittsburgh to baltimore	1
what airline is ea	6
what is the last flight from dallas to boston in the evening	14
i would like information on a flight between washington and san francisco with a stopover in dallas	14
what is fare code f	0
show me the flights arriving at love field from other airports	14
i need a flight from logan to atlanta this afternoon	14
flights that go from oakland to philadelphia on friday	14
what is the distance from san francisco international airport to san francisco	13
tell me about flights leaving from atlanta and going to charlotte north carolina next monday i need to know about flights that arrive in charlotte between 415 and 530 pm	14
i 'd like to fly between boston and san francisco	14
what flights from atlanta to toronto	14
i 'd like to go from boston to san francisco with a stop in dallas	14
show me all flights from san diego to miami with a stop in denver	14
i 'm flying from boston to the bay area	14
show all flights and fares from denver to san francisco	15
is there an afternoon flight from charlotte to minneapolis around 2 pm	14
show me the continental flights leaving chicago early saturday morning	14
what is the earliest flight between logan and bwi	14
what is the ground transportation between airport and baltimore	21
show flights from pittsburgh into san francisco	14
information on flights from denver to philadelphia	14
what is the earliest american airlines flight leaving philadelphia for dallas	14
does any airline have an early afternoon flight from boston to pittsburgh	6
display all flights from dallas to boston on july thirtieth	14
list nonstop flights from houston to dallas which arrive after 8 pm	14
i need to go to san diego from toronto but i want to stopover in denver	14
show me the morning flights from boston to philadelphia	14
an early flight on wednesday morning from baltimore to newark	14
what flights are there from memphis to las vegas	14
what flights from washington to toronto	14
find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight	14
what 's the earliest flight from san jose to houston	14
how much does flight dl 402 from denver to philadelphia cost	3
what is the last flight of the day to leave baltimore for boston	14
show me airlines with flights from pittsburgh to boston please	6
first class from detroit to st. petersburg	14
i want to go from san francisco to denver	14
find the earliest flight from boston to san francisco that serves a meal	14
find travel arrangements for a round trip flight from dallas to pittsburgh	14
show me flights from milwaukee to orlando on wednesday night or thursday morning	14
does dl stand for delta	0
list all flights leaving denver on continental on sunday after 2134	14
listing of all first class flights from washington to san francisco	14
give me nonstop flights from new york city to las vegas	14
i 'd like to book a flight from denver to pittsburgh and i 'd like to go on eastern airlines	14
show me the flights on friday from newark to tampa	14
flights from pittsburgh to baltimore between 10 am and 2 pm	14
what is the schedule of flights from boston to denver next monday	19
show me all direct flights from san francisco to boston departing before noon	14
what are all the available meals	23
show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas	14
i need a flight from san francisco to boston that leaves after 7 am	14
from philadelphia to toronto	14
what is the cheapest fare from washington to san francisco	3
what flights are there from new york city to las vegas	14
what is the first flight from boston to atlanta	14
please give me flight schedules from baltimore to philadelphia	14
what flights from kansas city to denver after 845 in the morning	14
what is the ground transportation from boston airport to boston downtown	21
from los angeles to phoenix on a friday	14
dallas to oakland monday	14
all flights from boston to washington dc on november eleventh	14
could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm	14
what are the flights available in the morning between boston and denver	14
ground transportation in dallas and boston	21
what flights are available from atlanta to oakland with one way economy fares	14
do you have a flight from atlanta to boston that will stop in washington	14
i live in denver and i 'd like to make a trip to atlanta	14
show me the united flights from denver to baltimore	14
is bwi washington	11
list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars	14
i would like to fly from denver to boston	14
what flights do you have leaving denver and arriving in san francisco	14
what airlines fly from philadelphia to san francisco	6
i would like a flight on continental airlines on august twentieth from washington to pittsburgh	14
show me the dinner flights from baltimore to oakland	14
show me the last flight on wednesday from atlanta to denver	14
i would like to make a round trip between washington and san francisco	14
how much is the cheapest flight from denver to pittsburgh with a stop in atlanta	3
what does ord mean	0
what are connecting flights from chicago to seattle on june first	14
how about april twenty seventh denver to washington	14
what flights go from boston to dallas	14
what is sa	0
can you show me what fares are available from oakland to dallas on december sixteenth one way only	3
show me the round trip tickets from baltimore to atlanta	3
please show me the flights from denver to baltimore between 10 am and 2 pm	14
